id,doi,pdf_url,is_open_access,is_primary
W4392593432,https://doi.org/10.3389/frai.2024.1366273,https://www.frontiersin.org/articles/10.3389/frai.2024.1366273/pdf?isPublishedV2=False,True,True
W4393143532,https://doi.org/10.55041/ijsrem29626,https://ijsrem.com/download/ai-study-partner-development-of-an-llm-and-gen-ai-enhanced-study-assistant-tool/?wpdmdl=28594&refresh=66025dad40a311711431085,True,True
W4393183654,https://doi.org/10.1145/3639324,https://dl.acm.org/doi/pdf/10.1145/3639324,True,True
W4393183699,https://doi.org/10.1145/3639317,https://dl.acm.org/doi/pdf/10.1145/3639317,True,True
W4393363427,https://doi.org/10.1002/pmic.202400005,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pmic.202400005,True,True
W4393621491,https://doi.org/10.14569/ijacsa.2024.0150379,http://thesai.org/Downloads/Volume15No3/Paper_79-Retrieval_Augmented_Generation_Approach.pdf,True,True
W4394619840,https://doi.org/10.1186/s40494-024-01231-3,https://heritagesciencejournal.springeropen.com/counter/pdf/10.1186/s40494-024-01231-3,True,True
W4394912813,https://doi.org/10.1016/j.egyai.2024.100365,,,True
W4395038196,https://doi.org/10.22214/ijraset.2024.59852,https://doi.org/10.22214/ijraset.2024.59852,True,True
W4395683878,https://doi.org/10.22214/ijraset.2024.60840,http://dx.doi.org/10.22214/ijraset.2024.60840,True,True
W4396634153,https://doi.org/10.1016/j.jag.2024.103883,,,True
W4396655358,https://doi.org/10.1016/j.heliyon.2024.e30643,,,True
W4396792104,https://doi.org/10.7759/cureus.60044,https://assets.cureus.com/uploads/original_article/pdf/250841/20240510-19871-fb5x8o.pdf,True,True
W4396866241,https://doi.org/10.21275/es24115141827,http://dx.doi.org/10.21275/es24115141827,True,True
W4398251864,https://doi.org/10.1093/ndt/gfae069.657,https://academic.oup.com/ndt/article-pdf/39/Supplement_1/gfae069-0657-1506/57791368/gfae069-0657-1506.pdf,True,True
W4399174623,https://doi.org/10.1145/3654990,https://dl.acm.org/doi/pdf/10.1145/3654990,True,True
W4399233786,https://doi.org/10.47363/jaicc/2024(3)292,https://doi.org/10.47363/jaicc/2024(3)292,True,True
W4399323548,https://doi.org/10.55041/ijsrem35402,https://ijsrem.com/download/enhancing-rag-systems-a-survey-of-optimization-strategies-for-performance-and-scalability/?wpdmdl=35754&refresh=665f14c86576a1717507272,True,True
W4399474238,https://doi.org/10.55041/ijsrem35600,https://ijsrem.com/download/rag-based-chatbot-using-llms/?wpdmdl=35921&refresh=667884b116cb31719174321,True,True
W4399678218,https://doi.org/10.55041/ijsrem35419,https://ijsrem.com/download/the-nexus-of-ai-and-vector-databases-revolutionizing-nlp-with-llms/?wpdmdl=36183&refresh=6674350f89ad11718891791,True,True
W4399794670,https://doi.org/10.14778/3665844.3665854,,,True
W4400323029,https://doi.org/10.14569/ijacsa.2024.0150601,http://thesai.org/Downloads/Volume15No6/Paper_1-Integrating_Advanced_Language_Models.pdf,True,True
W4400619304,https://doi.org/10.21275/sr24707220200,https://doi.org/10.21275/sr24707220200,True,True
W4400732384,https://doi.org/10.1088/1748-0221/19/07/c07006,https://iopscience.iop.org/article/10.1088/1748-0221/19/07/C07006/pdf,True,True
W4401016840,https://doi.org/10.3390/su16156403,https://www.mdpi.com/2071-1050/16/15/6403/pdf?version=1721991815,True,True
W4401445473,https://doi.org/10.31154/cogito.v10i1.678.654-666,https://cogito.unklab.ac.id/index.php/cogito/article/download/678/342,True,True
W4401778192,https://doi.org/10.33480/jitk.v10i1.5572,https://ejournal.nusamandiri.ac.id/index.php/jitk/article/download/5572/1241,True,True
W4401896515,https://doi.org/10.3390/app14167414,https://www.mdpi.com/2076-3417/14/16/7414/pdf?version=1724319928,True,True
W4401942909,https://doi.org/10.1109/access.2024.3451125,,,True
W4402042575,https://doi.org/10.14778/3681954.3681959,,,True
W4402371950,https://doi.org/10.3390/bdcc8090115,https://www.mdpi.com/2504-2289/8/9/115/pdf,True,True
W4402548504,https://doi.org/10.53022/oarjet.2024.7.1.0043,https://oarjpublication.com/journals/oarjet/sites/default/files/OARJET-2024-0043.pdf,True,True
W4402584788,https://doi.org/10.56726/irjmets61598,http://dx.doi.org/10.56726/irjmets61598,True,True
W4402686428,https://doi.org/10.36548/jucct.2024.3.006,,,True
W4402690602,https://doi.org/10.47363/jmca/2024(3)e121,https://doi.org/10.47363/jmca/2024(3)e121,True,True
W4403074495,https://doi.org/10.3390/app14198856,https://www.mdpi.com/2076-3417/14/19/8856/pdf?version=1728976548,True,True
W4403153405,https://doi.org/10.1210/jendso/bvae163.966,https://academic.oup.com/jes/article-pdf/8/Supplement_1/bvae163.966/59607823/bvae163.966.pdf,True,True
W4403192351,https://doi.org/10.14569/ijacsa.2024.0150985,https://thesai.org/Downloads/Volume15No9/Paper_85-Content_Based_Image_Retrieval_Using_Transfer_Learning.pdf,True,True
W4403276519,https://doi.org/10.58647/drugrepo.24.2.0014,https://drugrepocentral.scienceopen.com/document_file/b0ebabde-82ae-493d-a45f-08daaedc8f8d/ScienceOpen/drugrepo20240014.pdf,True,True
W4403282600,https://doi.org/10.2478/ijanmc-2024-0029,https://reference-global.com/2/v2/download/article/10.2478/ijanmc-2024-0029.pdf,True,True
W4403648298,https://doi.org/10.54309/ijict.2024.19.3.007,https://journal.iitu.edu.kz/index.php/ijict/article/download/455/563/1333,True,True
W4403651433,https://doi.org/10.7717/peerj-cs.2374,,,True
W4403776868,https://doi.org/10.15680/ijirset.2024.1309097,https://doi.org/10.15680/ijirset.2024.1309097,True,True
W4404210426,https://doi.org/10.1038/s41598-024-79110-x,https://www.nature.com/articles/s41598-024-79110-x.pdf,True,True
W4404375520,https://doi.org/10.3390/sci6040077,https://www.mdpi.com/2413-4155/6/4/77/pdf?version=1731566423,True,True
W4404555248,https://doi.org/10.59720/24-073,https://emerginginvestigators.org/articles/24-073/pdf,True,True
W4404645544,https://doi.org/10.55041/ijsrem36175,https://ijsrem.com/download/storage-best-practices-for-enterprise-llm-deployments-a-decision-makers-guide/?wpdmdl=40364&refresh=674212dc9a3c51732383452,True,True
W4404867015,https://doi.org/10.3844/jcssp.2024.1657.1667,https://thescipub.com/pdf/jcssp.2024.1657.1667.pdf,True,True
W4405106205,https://doi.org/10.15276/aait.07.2024.27,https://aait.od.ua/index.php/journal/article/download/265/265/766,True,True
W4405175171,https://doi.org/10.36948/ijfmr.2024.v06i01.20369,https://www.ijfmr.com/papers/2024/1/20369.pdf,True,True
W4405292086,https://doi.org/10.3390/app142411529,https://www.mdpi.com/2076-3417/14/24/11529/pdf?version=1733905159,True,True
W4405379989,https://doi.org/10.56094/jss.v59i1.273,https://jsystemsafety.com/index.php/jss/article/download/273/240,True,True
W4405388744,https://doi.org/10.62051/ijgem.v5n2.30,https://wepub.org/index.php/IJGEM/article/download/4742/5282,True,True
W4405402825,https://doi.org/10.22214/ijraset.2024.65895,https://doi.org/10.22214/ijraset.2024.65895,True,True
W4405763245,https://doi.org/10.55041/ijsrem29660,https://ijsrem.com/download/advancements-in-vector-indexing-techniques-kd-trees-hnsw-and-product-quantization-for-vector-databases/?wpdmdl=41561&refresh=676ba2ffb127c1735107327,True,True
W4405919385,https://doi.org/10.20517/jsss.2024.21,https://f.oaes.cc/xmlpdf/19a86ca5-b568-46a9-bb4d-91699484bd3f/jsss5021.pdf,True,True
